addr,name,size,decomp_ok
080188cc,FUN_080188cc,190,1
0801899c,FUN_0801899c,70,1
080189ec,FUN_080189ec,38,1
08018a12,FUN_08018a12,108,1
08018a7e,FUN_08018a7e,20,1
08018a94,FUN_08018a94,66,1
08018b08,FUN_08018b08,150,1
08018bd4,FUN_08018bd4,72,1
08018c20,FUN_08018c20,28,1
08018c3c,FUN_08018c3c,26,1
08018cb8,FUN_08018cb8,106,1
08018d24,FUN_08018d24,220,1
08018e38,FUN_08018e38,18,1
08018e50,FUN_08018e50,40,1
08018e7c,FUN_08018e7c,62,1
08018ed0,FUN_08018ed0,12,1
08018ee0,FUN_08018ee0,12,1
08018ef0,FUN_08018ef0,12,1
08018f00,FUN_08018f00,222,1
08019000,FUN_08019000,28,1
08019020,FUN_08019020,12,1
08019030,FUN_08019030,22,1
0801904c,FUN_0801904c,22,1
08019068,FUN_08019068,192,1
0801912c,FUN_0801912c,22,1
08019148,FUN_08019148,22,1
08019180,FUN_08019180,22,1
0801919c,FUN_0801919c,14,1
080191b0,FUN_080191b0,14,1
080191c4,FUN_080191c4,10,1
080191d4,FUN_080191d4,102,1
08019240,FUN_08019240,46,1
08019288,FUN_08019288,42,1
080192c8,FUN_080192c8,38,1
08019300,FUN_08019300,42,1
08019340,FUN_08019340,46,1
08019388,FUN_08019388,238,1
08019478,FUN_08019478,12,1
08019498,FUN_08019498,16,1
080194cc,FUN_080194cc,10,1
080194dc,FUN_080194dc,16,1
080194f0,FUN_080194f0,10,1
08019500,FUN_08019500,10,1
08019510,FUN_08019510,42,1
08019534,FUN_08019534,18,1
08019584,FUN_08019584,28,1
080195ac,FUN_080195ac,6,1
080195b8,FUN_080195b8,6,1
08019914,FUN_08019914,850,1
080199cc,FUN_080199cc,70,1
08019a18,FUN_08019a18,158,1
08019bf4,FUN_08019bf4,260,1
08019d34,FUN_08019d34,108,1
08019e34,FUN_08019e34,126,1
08019eb8,FUN_08019eb8,116,1
08019f30,FUN_08019f30,76,1
08019f84,FUN_08019f84,120,1
0801a060,FUN_0801a060,22,1
0801a07c,FUN_0801a07c,170,1
0801a138,thunk_FUN_0801a07c,4,1
0801a13c,FUN_0801a13c,24,1
0801a154,FUN_0801a154,20,1
0801a16c,FUN_0801a16c,132,1
0801a1f8,FUN_0801a1f8,84,1
0801a254,thunk_FUN_0801a1f8,4,1
0801a258,FUN_0801a258,374,1
0801a3e0,FUN_0801a3e0,182,1
0801a4a0,FUN_0801a4a0,64,1
0801a4e8,FUN_0801a4e8,10,1
0801a4fc,FUN_0801a4fc,18,1
0801a510,FUN_0801a510,28,1
0801a56c,FUN_0801a56c,72,1
0801a5b8,FUN_0801a5b8,24,1
0801a5f0,FUN_0801a5f0,318,1
0801a968,FUN_0801a968,10,1
0801a978,FUN_0801a978,8,1
0801a984,FUN_0801a984,12,1
0801a994,FUN_0801a994,36,1
0801a9a0,FUN_0801a9a0,200,1
0801aac4,FUN_0801aac4,82,1
0801ab50,FUN_0801ab50,52,1
0801ab88,FUN_0801ab88,206,1
0801ac58,FUN_0801ac58,458,1
0801ae2c,FUN_0801ae2c,78,1
0801ae7a,FUN_0801ae7a,30,1
0801ae98,FUN_0801ae98,78,1
0801aee6,FUN_0801aee6,4,1
0801aeea,FUN_0801aeea,4,1
0801aef0,FUN_0801aef0,110,1
0801af68,FUN_0801af68,10,1
0801af72,FUN_0801af72,10,1
0801af7c,FUN_0801af7c,120,1
0801b010,FUN_0801b010,8,1
0801b018,FUN_0801b018,8,1
0801b020,FUN_0801b020,8,1
0801b028,FUN_0801b028,28,1
0801b044,FUN_0801b044,78,1
0801b09c,FUN_0801b09c,134,1
0801b120,FUN_0801b120,8,1
0801b128,FUN_0801b128,80,1
0801b180,FUN_0801b180,144,1
0801b21c,FUN_0801b21c,12,1
0801b228,FUN_0801b228,10,1
0801b232,FUN_0801b232,20,1
0801b246,FUN_0801b246,22,1
0801b25c,FUN_0801b25c,20,1
0801b270,FUN_0801b270,20,1
0801b284,FUN_0801b284,46,1
0801b2b2,FUN_0801b2b2,16,1
0801b2c2,FUN_0801b2c2,12,1
0801b2ce,FUN_0801b2ce,16,1
0801b2ea,FUN_0801b2ea,16,1
0801b2fc,FUN_0801b2fc,208,1
0801b3ce,FUN_0801b3ce,36,1
0801b3f2,FUN_0801b3f2,22,1
0801b408,FUN_0801b408,6,1
0801b40e,FUN_0801b40e,48,1
0801b43e,FUN_0801b43e,24,1
0801b458,FUN_0801b458,52,1
0801b4c4,FUN_0801b4c4,36,1
0801b51c,FUN_0801b51c,98,1
0801b5b8,FUN_0801b5b8,26,1
0801b5d8,FUN_0801b5d8,74,1
0801b65c,FUN_0801b65c,64,1
0801b6d8,FUN_0801b6d8,124,1
0801b790,FUN_0801b790,154,1
0801b870,FUN_0801b870,8,1
0801b87c,FUN_0801b87c,44,1
0801b8e0,FUN_0801b8e0,124,1
0801b964,FUN_0801b964,30,1
0801ba58,FUN_0801ba58,10,1
0801ba68,FUN_0801ba68,82,1
0801baf8,FUN_0801baf8,88,1
0801bc8c,FUN_0801bc8c,36,1
0801bcb0,FUN_0801bcb0,68,1
0801bd28,FUN_0801bd28,352,1
0801bec0,FUN_0801bec0,128,1
0801bf78,FUN_0801bf78,334,1
0801c100,FUN_0801c100,180,1
0801c1e8,FUN_0801c1e8,96,1
0801c280,FUN_0801c280,86,1
0801c2d8,FUN_0801c2d8,180,1
0801c3d4,FUN_0801c3d4,216,1
0801c4f4,FUN_0801c4f4,22,1
0801c510,FUN_0801c510,6,1
0801c51c,FUN_0801c51c,190,1
0801c618,FUN_0801c618,130,1
0801c6a4,FUN_0801c6a4,140,1
0801c76c,FUN_0801c76c,106,1
0801c818,FUN_0801c818,182,1
